driver_id,rider_id,route_overlap,detour_km,time_overlap_min,pref_match,trust_score,pickup_distance_km,compatibility_score,label
USR_D101261_DRIVER,USR_RIDER_101261,0.563,2.528,27.0,1.0,3.303,2.092,0.5174,0
USR_D101262_DRIVER,USR_RIDER_101262,0.5402,1.898,20.0,0.0,4.929,0.694,0.6042,1
USR_D101263_DRIVER,USR_RIDER_101263,0.6743,3.188,20.6,1.0,4.522,0.849,0.72,1
USR_D101264_DRIVER,USR_RIDER_101264,0.7068,1.989,29.2,1.0,3.957,2.192,0.6658,1
USR_D101265_DRIVER,USR_RIDER_101265,0.5896,4.338,37.4,0.0,4.462,0.474,0.5735,1
USR_D101266_DRIVER,USR_RIDER_101266,0.5476,9.457,18.3,0.0,4.88,1.438,0.3451,0
USR_D101267_DRIVER,USR_RIDER_101267,0.5952,3.909,16.5,0.0,3.926,1.114,0.4905,0
USR_D101268_DRIVER,USR_RIDER_101268,0.55,1.31,16.7,1.0,4.431,2.542,0.6655,1
USR_D101269_DRIVER,USR_RIDER_101269,0.164,3.543,24.3,1.0,3.794,0.184,0.492,0
USR_D101270_DRIVER,USR_RIDER_101270,0.6651,2.129,19.8,0.0,4.937,0.789,0.6371,1
USR_D101271_DRIVER,USR_RIDER_101271,0.5558,3.386,25.0,1.0,3.927,0.507,0.6088,1
USR_D101272_DRIVER,USR_RIDER_101272,0.3973,4.084,25.8,0.0,4.5,0.514,0.5222,0
USR_D101273_DRIVER,USR_RIDER_101273,0.8929,1.996,25.1,1.0,3.438,0.49,0.7354,1
USR_D101274_DRIVER,USR_RIDER_101274,0.3231,0.933,12.5,1.0,3.189,1.385,0.6053,1
USR_D101275_DRIVER,USR_RIDER_101275,0.3783,3.644,30.4,0.0,4.307,0.218,0.4183,0
USR_D101276_DRIVER,USR_RIDER_101276,0.3261,1.068,0.0,1.0,3.995,0.843,0.5903,1
USR_D101277_DRIVER,USR_RIDER_101277,0.4422,3.15,10.5,1.0,4.717,1.47,0.5757,1
USR_D101278_DRIVER,USR_RIDER_101278,0.7088,2.125,14.2,1.0,4.085,2.791,0.7005,1
USR_D101279_DRIVER,USR_RIDER_101279,0.5914,1.02,24.3,1.0,3.989,3.562,0.6279,1
USR_D101280_DRIVER,USR_RIDER_101280,0.0593,7.236,33.5,1.0,4.029,1.505,0.3606,0
USR_D101281_DRIVER,USR_RIDER_101281,0.1817,3.49,14.4,1.0,4.588,2.579,0.4703,0
USR_D101282_DRIVER,USR_RIDER_101282,0.2614,0.266,18.0,1.0,3.8,0.835,0.7301,1
USR_D101283_DRIVER,USR_RIDER_101283,0.3805,7.068,19.1,1.0,3.804,1.798,0.4631,0
USR_D101284_DRIVER,USR_RIDER_101284,0.8737,3.732,12.3,1.0,4.464,1.801,0.7146,1
USR_D101285_DRIVER,USR_RIDER_101285,0.8864,4.78,19.1,0.0,4.527,0.327,0.5038,0
USR_D101286_DRIVER,USR_RIDER_101286,0.708,6.664,36.9,0.0,3.799,2.766,0.483,0
USR_D101287_DRIVER,USR_RIDER_101287,0.3121,0.552,6.2,0.0,4.589,3.754,0.4233,0
USR_D101288_DRIVER,USR_RIDER_101288,0.869,0.782,39.8,1.0,3.263,0.101,0.859,1
USR_D101289_DRIVER,USR_RIDER_101289,0.0761,2.862,15.5,0.0,3.617,1.101,0.3099,0
USR_D101290_DRIVER,USR_RIDER_101290,0.5766,1.589,35.4,0.0,4.319,1.048,0.6761,1
USR_D101291_DRIVER,USR_RIDER_101291,0.2281,1.033,14.3,1.0,3.874,2.906,0.4151,0
USR_D101292_DRIVER,USR_RIDER_101292,0.5889,0.101,6.7,0.0,3.752,1.316,0.5149,0
USR_D101293_DRIVER,USR_RIDER_101293,0.5256,1.383,39.9,1.0,3.787,0.456,0.7587,1
USR_D101294_DRIVER,USR_RIDER_101294,0.7893,0.484,26.2,0.0,4.029,1.562,0.6832,1
USR_D101295_DRIVER,USR_RIDER_101295,0.2154,1.816,3.1,1.0,4.881,1.261,0.4221,0
USR_D101296_DRIVER,USR_RIDER_101296,0.4032,2.005,22.9,1.0,4.003,2.782,0.5642,1
USR_D101297_DRIVER,USR_RIDER_101297,0.1481,2.594,23.9,1.0,3.967,0.693,0.4958,0
USR_D101298_DRIVER,USR_RIDER_101298,0.8343,4.252,0.0,0.0,4.606,0.865,0.5856,1
USR_D101299_DRIVER,USR_RIDER_101299,0.53,0.618,44.7,1.0,4.935,0.266,0.7438,1
USR_D101300_DRIVER,USR_RIDER_101300,0.3129,1.978,0.0,0.0,3.198,1.504,0.3593,0
USR_D101301_DRIVER,USR_RIDER_101301,0.4435,0.71,23.3,1.0,3.85,1.697,0.6892,1
USR_D101302_DRIVER,USR_RIDER_101302,0.7253,8.735,25.1,1.0,4.058,1.38,0.5305,0
USR_D101303_DRIVER,USR_RIDER_101303,0.7574,4.846,41.9,1.0,4.53,0.682,0.7845,1
USR_D101304_DRIVER,USR_RIDER_101304,0.4079,0.941,41.0,0.0,4.105,1.775,0.5268,0
USR_D101305_DRIVER,USR_RIDER_101305,0.2645,2.498,14.2,1.0,3.908,0.882,0.5517,1
USR_D101306_DRIVER,USR_RIDER_101306,0.6724,1.578,0.0,0.0,4.159,2.435,0.5199,0
USR_D101307_DRIVER,USR_RIDER_101307,0.751,2.963,22.9,0.0,4.256,2.074,0.5998,1
USR_D101308_DRIVER,USR_RIDER_101308,0.7747,0.443,5.8,0.0,4.002,2.134,0.4867,0
USR_D101309_DRIVER,USR_RIDER_101309,0.6778,3.498,21.5,1.0,4.077,2.119,0.6499,1
USR_D101310_DRIVER,USR_RIDER_101310,0.8801,2.463,0.0,1.0,4.162,1.09,0.6023,1
USR_D101311_DRIVER,USR_RIDER_101311,0.8393,3.484,33.2,0.0,4.296,0.246,0.6128,1
USR_D101312_DRIVER,USR_RIDER_101312,0.5893,1.131,23.4,1.0,4.476,4.371,0.6346,1
USR_D101313_DRIVER,USR_RIDER_101313,0.34,1.988,10.0,1.0,3.806,0.312,0.4436,0
USR_D101314_DRIVER,USR_RIDER_101314,0.3221,0.532,31.8,1.0,3.975,1.135,0.5478,0
USR_D101315_DRIVER,USR_RIDER_101315,0.5525,0.417,20.4,1.0,4.867,0.386,0.763,1
USR_D101316_DRIVER,USR_RIDER_101316,0.6437,1.122,30.1,0.0,4.052,0.084,0.6722,1
USR_D101317_DRIVER,USR_RIDER_101317,0.7163,1.093,9.1,1.0,4.486,0.76,0.7183,1
USR_D101318_DRIVER,USR_RIDER_101318,0.5904,0.757,19.8,1.0,4.785,0.149,0.6238,1
USR_D101319_DRIVER,USR_RIDER_101319,0.0636,3.92,27.7,1.0,4.396,1.074,0.5533,1
USR_D101320_DRIVER,USR_RIDER_101320,0.9463,0.508,24.9,1.0,4.296,0.767,0.7915,1
USR_D101321_DRIVER,USR_RIDER_101321,0.4657,3.452,34.1,0.0,4.742,1.168,0.4562,0
USR_D101322_DRIVER,USR_RIDER_101322,0.8079,2.875,24.5,1.0,4.534,2.467,0.6856,1
USR_D101323_DRIVER,USR_RIDER_101323,0.4665,9.089,16.8,0.0,4.338,2.207,0.3754,0
USR_D101324_DRIVER,USR_RIDER_101324,0.3177,5.793,3.4,1.0,3.839,2.378,0.3075,0
USR_D101325_DRIVER,USR_RIDER_101325,0.042,1.507,0.0,1.0,4.575,1.97,0.3981,0
USR_D101326_DRIVER,USR_RIDER_101326,0.8945,1.269,21.3,1.0,4.037,0.423,0.7605,1
USR_D101327_DRIVER,USR_RIDER_101327,0.4516,2.511,21.6,1.0,3.737,1.509,0.5493,0
USR_D101328_DRIVER,USR_RIDER_101328,0.9271,5.778,23.7,0.0,4.082,0.138,0.5352,0
USR_D101329_DRIVER,USR_RIDER_101329,0.2601,5.746,30.6,1.0,4.014,1.092,0.5219,0
USR_D101330_DRIVER,USR_RIDER_101330,0.4332,2.316,6.4,1.0,3.868,0.567,0.5405,0
USR_D101331_DRIVER,USR_RIDER_101331,0.5346,2.1,37.8,1.0,4.932,2.514,0.6971,1
USR_D101332_DRIVER,USR_RIDER_101332,0.5937,6.431,16.8,0.0,4.458,0.923,0.356,0
USR_D101333_DRIVER,USR_RIDER_101333,0.7014,1.141,0.0,1.0,3.941,1.13,0.596,1
USR_D101334_DRIVER,USR_RIDER_101334,0.7495,0.698,16.6,0.0,3.999,0.955,0.6449,1
USR_D101335_DRIVER,USR_RIDER_101335,0.667,1.901,0.0,1.0,4.525,0.454,0.5954,1
USR_D101336_DRIVER,USR_RIDER_101336,0.4422,3.707,34.3,1.0,4.076,0.252,0.6237,1
USR_D101337_DRIVER,USR_RIDER_101337,0.8981,0.949,13.6,0.0,4.452,0.271,0.6587,1
USR_D101338_DRIVER,USR_RIDER_101338,0.9142,5.109,8.8,1.0,4.812,1.755,0.5985,1
USR_D101339_DRIVER,USR_RIDER_101339,0.4873,4.083,7.3,1.0,4.604,2.627,0.58,1
USR_D101340_DRIVER,USR_RIDER_101340,0.3491,8.014,10.8,0.0,3.768,0.614,0.2337,0
USR_D101341_DRIVER,USR_RIDER_101341,0.567,1.673,10.6,0.0,4.103,1.334,0.546,0
USR_D101342_DRIVER,USR_RIDER_101342,0.9355,1.256,33.9,1.0,3.944,0.935,0.7978,1
USR_D101343_DRIVER,USR_RIDER_101343,0.5733,2.12,11.6,1.0,3.809,2.294,0.5604,1
USR_D101344_DRIVER,USR_RIDER_101344,0.5202,6.446,0.0,1.0,4.124,1.364,0.4729,0
USR_D101345_DRIVER,USR_RIDER_101345,0.5421,6.529,27.5,1.0,3.847,1.868,0.5965,1
USR_D101346_DRIVER,USR_RIDER_101346,0.1785,4.788,49.8,1.0,3.734,1.97,0.4526,0
USR_D101347_DRIVER,USR_RIDER_101347,0.4081,2.939,45.3,1.0,4.524,1.773,0.5995,1
USR_D101348_DRIVER,USR_RIDER_101348,0.4209,0.26,11.4,1.0,4.77,1.08,0.6331,1
USR_D101349_DRIVER,USR_RIDER_101349,0.5491,3.266,46.6,1.0,4.94,0.65,0.6647,1
USR_D101350_DRIVER,USR_RIDER_101350,0.9274,2.826,13.1,0.0,4.201,0.913,0.6119,1
USR_D101351_DRIVER,USR_RIDER_101351,0.3168,6.957,29.8,0.0,3.897,2.052,0.3422,0
USR_D101352_DRIVER,USR_RIDER_101352,0.2993,0.832,8.4,1.0,4.117,1.581,0.5855,1
USR_D101353_DRIVER,USR_RIDER_101353,0.0528,3.787,12.4,0.0,4.71,0.507,0.2898,0
USR_D101354_DRIVER,USR_RIDER_101354,0.6758,3.913,21.8,1.0,4.378,0.283,0.6955,1
USR_D101355_DRIVER,USR_RIDER_101355,0.7111,4.854,22.7,1.0,3.548,0.34,0.6526,1
USR_D101356_DRIVER,USR_RIDER_101356,0.6997,2.439,15.6,1.0,4.279,2.948,0.6919,1
USR_D101357_DRIVER,USR_RIDER_101357,0.2301,5.136,29.7,0.0,4.245,3.938,0.28,0
USR_D101358_DRIVER,USR_RIDER_101358,0.6162,1.396,34.8,1.0,4.738,1.459,0.7729,1
USR_D101359_DRIVER,USR_RIDER_101359,0.2838,2.646,27.5,1.0,4.711,0.23,0.6153,1
USR_D101360_DRIVER,USR_RIDER_101360,0.2781,4.234,10.9,0.0,3.852,1.757,0.3233,0
USR_D101361_DRIVER,USR_RIDER_101361,0.347,0.945,18.8,1.0,4.121,0.572,0.6775,1
USR_D101362_DRIVER,USR_RIDER_101362,0.0857,4.898,19.9,0.0,4.258,0.341,0.3624,0
USR_D101363_DRIVER,USR_RIDER_101363,0.5611,6.763,16.9,1.0,4.218,1.396,0.5608,1
USR_D101364_DRIVER,USR_RIDER_101364,0.1123,3.342,34.7,0.0,4.946,0.772,0.4436,0
USR_D101365_DRIVER,USR_RIDER_101365,0.2192,7.017,29.8,0.0,4.192,0.469,0.3958,0
USR_D101366_DRIVER,USR_RIDER_101366,0.4098,1.64,14.7,1.0,3.938,0.056,0.6346,1
USR_D101367_DRIVER,USR_RIDER_101367,0.545,4.666,37.6,0.0,4.078,2.284,0.5056,0
USR_D101368_DRIVER,USR_RIDER_101368,0.4229,4.716,16.5,1.0,3.92,0.317,0.5216,0
USR_D101369_DRIVER,USR_RIDER_101369,0.7805,1.253,28.9,1.0,4.162,0.053,0.7247,1
USR_D101370_DRIVER,USR_RIDER_101370,0.9004,3.49,18.1,1.0,4.196,0.571,0.7583,1
USR_D101371_DRIVER,USR_RIDER_101371,0.2081,0.51,30.3,1.0,4.34,1.945,0.5463,0
USR_D101372_DRIVER,USR_RIDER_101372,0.2326,1.512,4.0,0.0,4.393,0.29,0.3478,0
USR_D101373_DRIVER,USR_RIDER_101373,0.8104,0.837,0.0,0.0,4.502,0.406,0.4736,0
USR_D101374_DRIVER,USR_RIDER_101374,0.3858,3.401,47.4,1.0,4.839,1.251,0.5798,1
USR_D101375_DRIVER,USR_RIDER_101375,0.3937,3.714,0.0,1.0,4.156,1.263,0.5179,0
USR_D101376_DRIVER,USR_RIDER_101376,0.3727,1.104,36.5,0.0,4.623,0.748,0.4622,0
USR_D101377_DRIVER,USR_RIDER_101377,0.5311,2.142,30.1,1.0,4.399,0.762,0.6653,1
USR_D101378_DRIVER,USR_RIDER_101378,0.2907,0.415,8.4,1.0,3.826,0.405,0.5528,1
USR_D101379_DRIVER,USR_RIDER_101379,0.2028,3.703,36.1,1.0,3.906,1.382,0.4535,0
USR_D101380_DRIVER,USR_RIDER_101380,0.5677,0.715,0.0,1.0,4.196,0.207,0.5929,1
USR_D101381_DRIVER,USR_RIDER_101381,0.7957,4.67,9.2,0.0,4.164,2.128,0.6002,1
USR_D101382_DRIVER,USR_RIDER_101382,0.1936,5.334,26.2,1.0,4.119,0.202,0.5334,0
USR_D101383_DRIVER,USR_RIDER_101383,0.318,3.051,1.3,1.0,3.921,1.248,0.4353,0
USR_D101384_DRIVER,USR_RIDER_101384,0.6354,4.775,38.6,1.0,4.231,0.347,0.635,1
USR_D101385_DRIVER,USR_RIDER_101385,0.8516,3.0,28.3,0.0,4.207,1.782,0.6432,1
USR_D101386_DRIVER,USR_RIDER_101386,0.1809,6.441,28.7,0.0,4.274,1.79,0.3341,0
USR_D101387_DRIVER,USR_RIDER_101387,0.7234,1.386,12.8,1.0,4.363,1.251,0.6712,1
USR_D101388_DRIVER,USR_RIDER_101388,0.6139,1.581,0.0,1.0,4.247,2.416,0.5851,1
USR_D101389_DRIVER,USR_RIDER_101389,0.2912,5.55,33.8,0.0,4.949,2.263,0.3262,0
USR_D101390_DRIVER,USR_RIDER_101390,0.6784,3.141,19.4,1.0,3.827,1.815,0.5854,1
USR_D101391_DRIVER,USR_RIDER_101391,0.3705,1.51,2.8,1.0,4.389,1.024,0.4127,0
USR_D101392_DRIVER,USR_RIDER_101392,0.4014,0.269,29.6,0.0,3.788,3.009,0.4298,0
USR_D101393_DRIVER,USR_RIDER_101393,0.4027,2.17,24.6,0.0,4.018,0.318,0.5459,0
USR_D101394_DRIVER,USR_RIDER_101394,0.672,4.228,14.3,1.0,4.917,1.021,0.6814,1
USR_D101395_DRIVER,USR_RIDER_101395,0.8183,0.302,14.3,1.0,3.922,0.296,0.7376,1
USR_D101396_DRIVER,USR_RIDER_101396,0.476,0.401,12.4,0.0,3.956,1.318,0.4111,0
USR_D101397_DRIVER,USR_RIDER_101397,0.5564,4.854,29.2,0.0,3.646,0.86,0.3391,0
USR_D101398_DRIVER,USR_RIDER_101398,0.5963,0.113,19.8,1.0,4.058,2.094,0.7185,1
USR_D101399_DRIVER,USR_RIDER_101399,0.4857,3.937,29.8,0.0,4.232,0.893,0.5262,0
USR_D101400_DRIVER,USR_RIDER_101400,0.7505,7.549,26.1,1.0,4.607,0.908,0.6375,1
USR_D101401_DRIVER,USR_RIDER_101401,0.4912,5.035,17.3,1.0,4.524,0.329,0.5633,1
USR_D101402_DRIVER,USR_RIDER_101402,0.2189,2.584,17.0,0.0,4.47,2.799,0.3213,0
USR_D101403_DRIVER,USR_RIDER_101403,0.6022,3.94,41.5,1.0,3.541,0.485,0.7007,1
USR_D101404_DRIVER,USR_RIDER_101404,0.7221,3.02,16.5,0.0,4.708,0.118,0.5822,1
USR_D101405_DRIVER,USR_RIDER_101405,0.6263,5.478,0.0,1.0,4.082,0.891,0.5939,1
USR_D101406_DRIVER,USR_RIDER_101406,0.6289,1.914,8.3,1.0,4.47,1.661,0.698,1
USR_D101407_DRIVER,USR_RIDER_101407,0.284,1.835,31.6,1.0,4.905,0.99,0.5885,1
USR_D101408_DRIVER,USR_RIDER_101408,0.6773,6.645,15.2,0.0,3.989,2.551,0.3432,0
USR_D101409_DRIVER,USR_RIDER_101409,0.5363,2.687,26.1,1.0,4.636,1.255,0.6991,1
USR_D101410_DRIVER,USR_RIDER_101410,0.3884,3.843,25.7,1.0,4.022,0.374,0.5858,1
USR_D101411_DRIVER,USR_RIDER_101411,0.6416,3.207,15.7,0.0,3.95,1.452,0.5666,1
USR_D101412_DRIVER,USR_RIDER_101412,0.5921,4.203,27.6,0.0,4.421,0.01,0.4921,0
USR_D101413_DRIVER,USR_RIDER_101413,0.4599,4.616,20.7,1.0,4.055,0.183,0.5617,1
USR_D101414_DRIVER,USR_RIDER_101414,0.7478,3.098,19.2,1.0,4.254,1.246,0.6545,1
USR_D101415_DRIVER,USR_RIDER_101415,0.5537,0.564,16.6,0.0,4.445,1.898,0.5342,0
USR_D101416_DRIVER,USR_RIDER_101416,0.3013,3.556,19.5,0.0,4.132,0.702,0.3893,0
USR_D101417_DRIVER,USR_RIDER_101417,0.9013,5.131,20.0,1.0,3.761,0.621,0.6712,1
USR_D101418_DRIVER,USR_RIDER_101418,0.5413,0.048,20.4,1.0,4.529,2.09,0.6867,1
USR_D101419_DRIVER,USR_RIDER_101419,0.3281,5.335,27.5,1.0,3.989,0.168,0.5281,0
USR_D101420_DRIVER,USR_RIDER_101420,0.4187,2.825,11.0,1.0,4.944,1.046,0.5584,1
USR_D101421_DRIVER,USR_RIDER_101421,0.9672,2.14,10.0,1.0,4.395,0.746,0.6776,1
USR_D101422_DRIVER,USR_RIDER_101422,0.2858,1.878,10.6,1.0,4.234,0.299,0.4728,0
USR_D101423_DRIVER,USR_RIDER_101423,0.4073,1.497,34.9,0.0,4.597,1.144,0.545,0
USR_D101424_DRIVER,USR_RIDER_101424,0.2871,1.226,2.8,1.0,4.18,1.41,0.5142,0
USR_D101425_DRIVER,USR_RIDER_101425,0.5011,1.435,18.1,0.0,4.618,0.221,0.4937,0
USR_D101426_DRIVER,USR_RIDER_101426,0.8034,2.094,22.6,1.0,3.774,0.661,0.7592,1
USR_D101427_DRIVER,USR_RIDER_101427,0.8067,1.939,24.8,0.0,4.149,0.977,0.5942,1
USR_D101428_DRIVER,USR_RIDER_101428,0.5083,3.806,38.6,1.0,4.068,0.956,0.6454,1
USR_D101429_DRIVER,USR_RIDER_101429,0.6628,5.757,25.7,0.0,4.888,2.623,0.4812,0
USR_D101430_DRIVER,USR_RIDER_101430,0.5316,3.418,28.8,1.0,4.291,1.244,0.5662,1
USR_D101431_DRIVER,USR_RIDER_101431,0.4377,5.632,5.1,0.0,3.842,3.105,0.3957,0
USR_D101432_DRIVER,USR_RIDER_101432,0.5585,2.572,18.4,1.0,3.575,0.29,0.6759,1
USR_D101433_DRIVER,USR_RIDER_101433,0.2673,5.646,13.5,1.0,4.275,0.287,0.4334,0
USR_D101434_DRIVER,USR_RIDER_101434,0.784,1.356,0.0,0.0,4.162,2.905,0.446,0
USR_D101435_DRIVER,USR_RIDER_101435,0.4497,3.267,10.3,0.0,4.658,1.904,0.4192,0
USR_D101436_DRIVER,USR_RIDER_101436,0.0935,0.23,4.8,1.0,3.371,0.788,0.4324,0
USR_D101437_DRIVER,USR_RIDER_101437,0.1606,0.038,14.5,1.0,4.0,1.203,0.5683,1
USR_D101438_DRIVER,USR_RIDER_101438,0.1396,1.513,12.1,0.0,4.923,1.19,0.3688,0
USR_D101439_DRIVER,USR_RIDER_101439,0.6707,2.443,11.0,0.0,4.624,0.514,0.4852,0
USR_D101440_DRIVER,USR_RIDER_101440,0.7985,2.462,8.6,1.0,3.087,2.12,0.5018,0
USR_D101441_DRIVER,USR_RIDER_101441,0.5887,7.751,0.0,0.0,4.552,0.09,0.2526,0
USR_D101442_DRIVER,USR_RIDER_101442,0.2389,2.283,0.0,0.0,4.039,1.291,0.3287,0
USR_D101443_DRIVER,USR_RIDER_101443,0.1637,3.425,47.3,0.0,3.988,2.928,0.204,0
USR_D101444_DRIVER,USR_RIDER_101444,0.6975,0.148,0.0,1.0,3.787,2.107,0.6902,1
USR_D101445_DRIVER,USR_RIDER_101445,0.9377,4.178,51.3,1.0,4.427,1.083,0.8494,1
USR_D101446_DRIVER,USR_RIDER_101446,0.2112,4.541,0.0,1.0,3.926,1.498,0.4318,0
USR_D101447_DRIVER,USR_RIDER_101447,0.695,5.505,0.0,0.0,4.783,0.309,0.3904,0
USR_D101448_DRIVER,USR_RIDER_101448,0.6342,2.742,40.2,1.0,4.358,1.453,0.6998,1
USR_D101449_DRIVER,USR_RIDER_101449,0.6334,3.712,49.3,0.0,4.362,0.243,0.7092,1
USR_D101450_DRIVER,USR_RIDER_101450,0.727,1.018,18.2,1.0,4.231,0.412,0.7498,1
USR_D101451_DRIVER,USR_RIDER_101451,0.5007,4.643,15.0,0.0,4.2,2.105,0.4442,0
USR_D101452_DRIVER,USR_RIDER_101452,0.1801,2.692,16.7,0.0,3.937,0.324,0.3685,0
USR_D101453_DRIVER,USR_RIDER_101453,0.161,3.91,43.6,1.0,4.873,2.02,0.5543,1
USR_D101454_DRIVER,USR_RIDER_101454,0.2844,2.814,4.7,0.0,4.593,0.842,0.413,0
USR_D101455_DRIVER,USR_RIDER_101455,0.7873,0.533,20.6,0.0,4.035,0.684,0.6369,1
USR_D101456_DRIVER,USR_RIDER_101456,0.5941,2.357,23.1,1.0,4.022,0.9,0.7221,1
USR_D101457_DRIVER,USR_RIDER_101457,0.4314,2.704,28.7,0.0,3.955,0.972,0.5488,0
USR_D101458_DRIVER,USR_RIDER_101458,0.4368,6.859,17.3,1.0,4.457,1.546,0.4758,0
USR_D101459_DRIVER,USR_RIDER_101459,0.5393,3.534,0.0,0.0,4.873,0.812,0.417,0
USR_D101460_DRIVER,USR_RIDER_101460,0.5236,3.251,20.8,1.0,4.267,0.205,0.6496,1
USR_D101461_DRIVER,USR_RIDER_101461,0.2017,2.439,12.9,1.0,4.42,0.807,0.4978,0
USR_D101462_DRIVER,USR_RIDER_101462,0.499,4.283,14.1,1.0,4.161,1.91,0.5402,0
USR_D101463_DRIVER,USR_RIDER_101463,0.1538,2.314,20.4,1.0,4.456,0.946,0.5134,0
USR_D101464_DRIVER,USR_RIDER_101464,0.7294,5.227,22.3,1.0,3.771,1.279,0.6592,1
USR_D101465_DRIVER,USR_RIDER_101465,0.7061,3.729,19.4,0.0,4.682,1.939,0.5344,0
USR_D101466_DRIVER,USR_RIDER_101466,0.5481,1.854,9.8,1.0,4.939,0.112,0.6137,1
USR_D101467_DRIVER,USR_RIDER_101467,0.6104,1.705,0.0,1.0,4.432,2.542,0.6812,1
USR_D101468_DRIVER,USR_RIDER_101468,0.5235,1.521,33.9,1.0,4.661,0.645,0.6543,1
USR_D101469_DRIVER,USR_RIDER_101469,0.3373,2.321,31.2,1.0,4.643,0.27,0.6698,1
USR_D101470_DRIVER,USR_RIDER_101470,0.2732,1.651,36.4,0.0,4.234,1.238,0.4291,0
USR_D101471_DRIVER,USR_RIDER_101471,0.338,3.925,5.5,0.0,4.777,0.808,0.3838,0
USR_D101472_DRIVER,USR_RIDER_101472,0.3357,3.857,5.5,0.0,3.587,0.913,0.4067,0
USR_D101473_DRIVER,USR_RIDER_101473,0.167,2.138,0.0,0.0,3.877,2.828,0.2339,0
USR_D101474_DRIVER,USR_RIDER_101474,0.2241,2.849,13.8,0.0,4.789,0.13,0.4287,0
USR_D101475_DRIVER,USR_RIDER_101475,0.5897,2.556,29.5,1.0,3.976,2.204,0.6393,1
USR_D101476_DRIVER,USR_RIDER_101476,0.7617,5.511,28.8,1.0,3.686,2.284,0.601,1
USR_D101477_DRIVER,USR_RIDER_101477,0.7948,0.827,11.4,0.0,4.466,1.915,0.5653,1
USR_D101478_DRIVER,USR_RIDER_101478,0.7417,0.086,31.6,0.0,4.919,0.763,0.7095,1
USR_D101479_DRIVER,USR_RIDER_101479,0.8144,2.992,25.9,0.0,4.425,0.209,0.5664,1
USR_D101480_DRIVER,USR_RIDER_101480,0.0867,1.116,29.5,1.0,3.476,1.495,0.58,1
USR_D101481_DRIVER,USR_RIDER_101481,0.6729,4.727,39.8,1.0,4.348,2.224,0.6449,1
USR_D101482_DRIVER,USR_RIDER_101482,0.4717,6.345,17.6,0.0,3.879,0.18,0.4162,0
USR_D101483_DRIVER,USR_RIDER_101483,0.2722,0.862,30.7,0.0,4.18,0.348,0.5791,1
USR_D101484_DRIVER,USR_RIDER_101484,0.2549,2.272,32.0,0.0,4.592,1.472,0.3799,0
USR_D101485_DRIVER,USR_RIDER_101485,0.5736,3.33,28.8,0.0,4.013,2.483,0.4578,0
USR_D101486_DRIVER,USR_RIDER_101486,0.7595,0.403,0.0,1.0,4.94,0.927,0.7233,1
USR_D101487_DRIVER,USR_RIDER_101487,0.591,2.319,24.8,0.0,3.758,2.598,0.5572,1
USR_D101488_DRIVER,USR_RIDER_101488,0.0993,1.23,15.5,1.0,4.548,0.518,0.496,0
USR_D101489_DRIVER,USR_RIDER_101489,0.1713,3.574,27.9,1.0,3.64,1.354,0.4573,0
USR_D101490_DRIVER,USR_RIDER_101490,0.3888,0.538,28.3,0.0,3.801,1.488,0.4985,0
USR_D101491_DRIVER,USR_RIDER_101491,0.1711,1.633,15.2,0.0,3.817,1.736,0.5049,0
USR_D101492_DRIVER,USR_RIDER_101492,0.8342,2.381,3.9,0.0,4.091,1.367,0.5799,1
USR_D101493_DRIVER,USR_RIDER_101493,0.2114,5.829,12.4,1.0,4.715,1.11,0.5646,1
USR_D101494_DRIVER,USR_RIDER_101494,0.7576,7.175,0.0,1.0,4.251,1.274,0.4801,0
USR_D101495_DRIVER,USR_RIDER_101495,0.6637,4.467,0.0,1.0,4.07,1.01,0.4842,0
USR_D101496_DRIVER,USR_RIDER_101496,0.3832,2.589,22.1,1.0,4.478,1.961,0.6107,1
USR_D101497_DRIVER,USR_RIDER_101497,0.6045,1.364,19.9,0.0,4.358,1.563,0.6137,1
USR_D101498_DRIVER,USR_RIDER_101498,0.7351,3.797,11.4,0.0,4.521,3.248,0.5449,0
USR_D101499_DRIVER,USR_RIDER_101499,0.8864,0.289,34.7,1.0,3.521,0.636,0.815,1
USR_D101500_DRIVER,USR_RIDER_101500,0.7343,6.397,7.5,1.0,4.246,1.308,0.5809,1
USR_D101501_DRIVER,USR_RIDER_101501,0.1485,4.394,22.5,0.0,4.289,0.636,0.403,0
USR_D101502_DRIVER,USR_RIDER_101502,0.4482,3.987,19.0,1.0,3.136,1.15,0.5284,0
USR_D101503_DRIVER,USR_RIDER_101503,0.4741,0.249,27.2,0.0,3.989,0.884,0.4757,0
USR_D101504_DRIVER,USR_RIDER_101504,0.7708,2.701,51.7,1.0,3.981,1.078,0.8783,1
USR_D101505_DRIVER,USR_RIDER_101505,0.3954,1.903,27.7,1.0,4.58,0.942,0.6407,1
USR_D101506_DRIVER,USR_RIDER_101506,0.658,4.558,17.9,1.0,4.923,0.739,0.6763,1
USR_D101507_DRIVER,USR_RIDER_101507,0.7597,5.763,10.7,0.0,4.07,0.086,0.47,0
USR_D101508_DRIVER,USR_RIDER_101508,0.442,2.92,0.0,0.0,4.691,1.136,0.4481,0
USR_D101509_DRIVER,USR_RIDER_101509,0.4021,2.162,12.8,0.0,4.537,0.556,0.4457,0
